"","ime","cena","link","prodajalec","cena_EUR","buildplans_sales","buildplans_reviews","buildplans_ratings","buildplans_sellers"
"837","Silicone Gypsum Molds Gypsum Form DIY Molds for Gypsum and Concrete Candle Cup Mold Candle Holder",472.75,"https://www.etsy.com/listing/1213328649/silicone-gypsum-molds-gypsum-form-diy?click_key=668d33d68fca3187406c0f96c7a48ec3ccd702c2%3A1213328649&click_sum=115aaa72&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-243764-250-1&pro=1&frs=1","liweiweiwei",19.86,"234 sales","28 shop reviews","5 out of 5 stars","liweiweiwei"
"838","Holiday craft paper, Roycycled Treasures Decoupage Paper, Unique designs for fall, Christmas and Holiday crafts, DIY and furniture projects",265.59,"https://www.etsy.com/listing/1283227821/holiday-craft-paper-roycycled-treasures?click_key=121b3f2b74fe771b06a590b3ef976c3ad4179403%3A1283227821&click_sum=335e5fe4&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-243764-250-2&sca=1&sts=1","PoppiesandpanDecor",11.15,"2,911 sales","792 shop reviews","5 out of 5 stars","PoppiesandpanDecor"
"839","Wooden Double Glider/Rocker Building Plans",279.22,"https://www.etsy.com/listing/935848820/wooden-double-gliderrocker-building?click_key=9429fc698ff70c9a21e8b68852b352d13fb12b92%3A935848820&click_sum=dbdc05b0&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-243764-250-3","SandmannSpecialties",11.73,"5,600 sales","185 reviews","4.5 out of 5 stars","SandmannSpecialties"
"840","Ikea Kallax Expedit Decal \ Purple Flower \ Rack Sticker \ Removable Decal \ Peel and Stick \  Ikea Vinyl Decal",822.5,"https://www.etsy.com/listing/1384126668/ikea-kallax-expedit-decal-purple-flower?click_key=a9968c0d8d213b85c01a57d057c5a80e96d9d4f4%3A1384126668&click_sum=e880a2ab&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-243764-250-4&sts=1","WallvyDecal",34.55,"240 sales","55 shop reviews","5 out of 5 stars","WallvyDecal"
"841","Coat Stand, Freestanding Coat Rack, Hat Rack, Jacket, Metal Hanger, Garment Rack Umbrella Floor Standing Clothes Rack Home Entryway Hallway",959.49,"https://www.etsy.com/listing/1397191976/coat-stand-freestanding-coat-rack-hat?click_key=94c806df3d9f541447c1260114ada8896d8edf41%3A1397191976&click_sum=511b1e5b&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-243764-250-5","CRAFTSNCUSTOM",40.3,NA,NA,NA,NA
"842","Grunge Numbers - Roycycled Treasures Decoupage Paper-High quality unique papers for crafting, furniture, and other DIY projects.",265.59,"https://www.etsy.com/listing/1036833093/grunge-numbers-roycycled-treasures?click_key=7eacabfb7ad2ced2038ed28ff7ad1c1b853e19b9%3A1036833093&click_sum=6575b46a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-243764-250-6&sts=1","PoppiesandpanDecor",11.15,"2,911 sales","792 reviews","5 out of 5 stars","PoppiesandpanDecor"
"843","Step stool wood two steps",1500,"https://www.etsy.com/listing/1248401880/step-stool-wood-two-steps?click_key=3e4188e94d32976d5dc3226e372b7cae1e019dcb%3A1248401880&click_sum=33b373e3&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-243764-250-7","GiftsandmoreTM",63,"9 sales","3 shop reviews","5 out of 5 stars","GiftsandmoreTM"
"844","Farmhouse Table Guide",139.49,"https://www.etsy.com/listing/903918335/farmhouse-table-guide?click_key=66cde1b1b870f982a45327292ba60b6954f039a5%3A903918335&click_sum=f0d4b203&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-243764-250-8","DIYHomeDecorGuides",5.86,"70 sales","5 shop reviews","5 out of 5 stars","DIYHomeDecorGuides"
"845","COFFEE table leg for ROUND table top, Industrial style table leg, Steel table leg, Dining table leg, Kitchen table leg/ Round",4545,"https://www.etsy.com/listing/1036329768/coffee-table-leg-for-round-table-top?click_key=3472527319f32e8887d535125c391ad4a3fa52e3%3A1036329768&click_sum=111ed638&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354063-250-5&pro=1&sts=1","GJsteelandwood",190.89,"7,758 sales","1,673 reviews","5 out of 5 stars","GJsteelandwood"
"846","Refined, Heavy Duty Dining Table, Desk, Square Table Legs, 28""H Chrome or Brushed Satin Nickel, DIY & Affordable, 4pc FAST SHIP",3631.4,"https://www.etsy.com/listing/575047377/refined-heavy-duty-dining-table-desk?click_key=2d1def3661f645593f632193cc2025526cc04e8b%3A575047377&click_sum=7341e641&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354063-250-6&sts=1","AlfaModernFurnishing",152.52,"6,483 sales","682 reviews","5 out of 5 stars","AlfaModernFurnishing"
"847","Metal Industrial Table Legs for coffee table | SET of 2 table legs | powder-coated | Steel metal table legs, coffee table legs | 1 PAAR",2475,"https://www.etsy.com/listing/1085861458/metal-industrial-table-legs-for-coffee?click_key=88ac917e0ab93ea313700b6ef8caa2f1ffe80084%3A1085861458&click_sum=dc8d119e&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354063-250-7&cns=1","timbuktuCrafts",103.95,"159 sales","34 shop reviews","4.5 out of 5 stars","timbuktuCrafts"
"848","Multi Metal Hairpin Coffee Table Legs , 10” Hairpin Table Legs , Height 8” - 11” Set(4)",7159.35,"https://www.etsy.com/listing/695248790/multi-metal-hairpin-coffee-table-legs-10?click_key=337a731818920d3b25cec2b337c5618801c14140%3A695248790&click_sum=742e4adf&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354063-250-8&frs=1&sts=1","Balasagun",300.69,"6,683 sales","888 shop reviews","5 out of 5 stars","Balasagun"
"849","Farmhouse End Table Build Plans - PDF Instant Download",111.78,"https://www.etsy.com/listing/947392840/farmhouse-end-table-build-plans-pdf?click_key=a28bae32ee570fcc194b24b71fe68e68fb7c5ca7%3A947392840&click_sum=e2df4198&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354064-250-9&sts=1","DesignsByDKWorkshop",4.69,"439 sales","51 shop reviews","5 out of 5 stars","DesignsByDKWorkshop"
"850","Digital Download Bunkbed PDF Pattern for Fashion Doll Plastic Canvas, Playhouse Bunkbed , Digital Download Pattern, Barbie",83.6,"https://www.etsy.com/listing/803440217/digital-download-bunkbed-pdf-pattern-for?click_key=edf52d95a4346240ee79546a8cdaa0644ac2ee23%3A803440217&click_sum=6e534887&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354064-250-10","FashionDollPlace",3.51,"13,957 sales","1,556 reviews","4.5 out of 5 stars","FashionDollPlace"
"851","Lamp made of old wooden hacksaw",9000,"https://www.etsy.com/listing/1308791305/lamp-made-of-old-wooden-hacksaw?click_key=ba48fe32f2faaadb0da024f45927db4350f6ebdc%3A1308791305&click_sum=136e3c37&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354064-250-11","gehandhabt",378,"0 sales","0 shop reviews","0 out of 5 stars","gehandhabt"
"852","Ikea Kallax Expedit Decal \ Dense Jungle \ Rack Sticker \ Removable Decal \ Peel and Stick \  Ikea Vinyl Decal",822.5,"https://www.etsy.com/listing/1398036143/ikea-kallax-expedit-decal-dense-jungle?click_key=0b8f7827c8e18a2cdb2990fef280af9bdda4f6a0%3A1398036143&click_sum=e93a9222&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354064-250-12&sts=1","WallvyDecal",34.55,"240 sales","55 shop reviews","5 out of 5 stars","WallvyDecal"
"853","Art Nouveau Chair Dollhouse miniature kit 1:12",448.75,"https://www.etsy.com/listing/552295536/art-nouveau-chair-dollhouse-miniature?click_key=a86697963ada673b643cc3fb68f118e762fb0a0d%3A552295536&click_sum=f3f28e84&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354064-250-13","ArjenSpinhovenMiniat",18.85,"10,264 sales","2,890 reviews","5 out of 5 stars","ArjenSpinhovenMiniat"
"854","Floral Bouquet Pink Hollyhock Bouquet Digital Download, Image, Vintage, Printable, Clipart, DIY Crafts, 1800's, PNG, JPG",27.94,"https://www.etsy.com/listing/956134442/floral-bouquet-pink-hollyhock-bouquet?click_key=cc21a4789daa7695db7cd6ed132733ac72c19a37%3A956134442&click_sum=921587b2&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354064-250-14","SheShedPrintables",1.17,"9,088 sales","1,060 shop reviews","5 out of 5 stars","SheShedPrintables"
"855","1:12 complete Stair Kits, barewood - Interchangeable Left or Right Hand Rail C01",630.6,"https://www.etsy.com/listing/701231641/112-complete-stair-kits-barewood?click_key=5ba2ce2a2a198b2d0447e204c33ad6017b22eb9c%3A701231641&click_sum=66415212&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354064-250-15","DollsHouseDirect",26.49,"19,022 sales","5,380 shop reviews","5 out of 5 stars","DollsHouseDirect"
"856","Minimal dining table in solid wood 6 people",10125,"https://www.etsy.com/listing/1312331046/minimal-dining-table-in-solid-wood-6?click_key=2cbabe7610e58bd497f9ee9f653537bf4f7603b1%3A1312331046&click_sum=6a85e2f3&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354064-250-16&pro=1&frs=1","GlifoFurniture",425.25,"124 sales","31 shop reviews","4.5 out of 5 stars","GlifoFurniture"
"857","THE BEST quality SET of 2  table legs, Industrial style table legs, Steel metal table legs, Dining table legs, Kitchen table legs",5287.5,"https://www.etsy.com/listing/701165817/the-best-quality-set-of-2-table-legs?click_key=4ccbb6b66f1b641fb326594b11aa0129be0d0d44%3A701165817&click_sum=a3397da9&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354063-250-9&pro=1&sts=1","GJsteelandwood",222.08,"7,758 sales","1,673 reviews","5 out of 5 stars","GJsteelandwood"
"858","4x Hplrif Hairpin Leg ribbed",923.75,"https://www.etsy.com/listing/671056514/4x-hplrif-hairpin-leg-ribbed?click_key=ec187e4d34b82f7c0f99926381a4d28cb52f4d77%3A671056514&click_sum=861abfe6&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354063-250-10","GieseMetalldesign",38.8,"5,218 sales","413 reviews","5 out of 5 stars","GieseMetalldesign"
"859","Almada, MALM Kits, Furniture Overlays, Furniture Decor, Furniture Appliques, Mirrored Furniture, Refurbished Furniture, SKU:ALMA",685.91,"https://www.etsy.com/listing/577200506/almada-malm-kits-furniture-overlays?click_key=344badfe9ebed58395c47ddbfda83d5bfdfab8f0%3A577200506&click_sum=0c11d2b5&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354063-250-11&sts=1","HomeArtStickers",28.81,"50,178 sales","5,745 reviews","4.5 out of 5 stars","HomeArtStickers"
"860","Aveiro, BESTA Kits, Furniture Overlays, Mirrored Furniture, Furniture Decor, Furniture Appliques, Refurbished Furniture, SKU:AVBE",1270.21,"https://www.etsy.com/listing/593866693/aveiro-besta-kits-furniture-overlays?click_key=3ab0c52cdf7cf507db3a3e21856d6bb09852c491%3A593866693&click_sum=56ce0c38&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354063-250-12&sts=1","HomeArtStickers",53.35,"50,178 sales","5,745 reviews","4.5 out of 5 stars","HomeArtStickers"
"861","Ikea Malm Decal \ Pastel Seigaiha \ Dresser Sticker \ Removable Decal \ Ikea Dresser Stickers \ Malm Decal \ Ikea Vinyl Decal",1199.75,"https://www.etsy.com/listing/1391073421/ikea-malm-decal-pastel-seigaiha-dresser?click_key=03f797ca5c2c513b3cafc7c16cf8c34e7707d5ab%3A1391073421&click_sum=8cfb3d3f&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354064-250-17&sts=1","WallvyDecal",50.39,"240 sales","55 shop reviews","5 out of 5 stars","WallvyDecal"
"862","Bench Footstool, Pouffe, Footrest Hallway, Seat Upholstered, fabric with stripes, patterns, black and white, classic pattern, otomi ottoman",2475,"https://www.etsy.com/listing/995553247/bench-footstool-pouffe-footrest-hallway?click_key=88ae536787007f8394e70ac22ca891adc6282713%3A995553247&click_sum=765e1f87&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354064-250-18&sca=1&sts=1","BENCHDECOR",103.95,"1,601 sales","472 reviews","5 out of 5 stars","BENCHDECOR"
"863","Mermaid Stencil Mask Reusable PP Sheet for Arts & Crafts",205.66,"https://www.etsy.com/listing/714746156/mermaid-stencil-mask-reusable-pp-sheet?click_key=54dc9e0fc50d18ff0265fa1823cca7d647275721%3A714746156&click_sum=e199e1d9&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354064-250-19","GetCraftyUK",8.64,"7,905 sales","1,011 shop reviews","5 out of 5 stars","GetCraftyUK"
"864","BLINDATA port panel as the YOU - 210 cm x 90 cm x 0.6 cm other sizes",4475,"https://www.etsy.com/listing/740040751/blindata-port-panel-as-the-you-210-cm-x?click_key=6c30f01191baee61b0adabab8cdde81c64f7b38e%3A740040751&click_sum=a553b8b2&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354064-250-20","Saperfarbello",187.95,"10 sales","8 shop reviews","0 out of 5 stars","Saperfarbello"
"865","Trapezoid flat steel bar bench legs, coffee table legs, bench base, coffee table base (SET OF 2)",2000,"https://www.etsy.com/listing/614658800/trapezoid-flat-steel-bar-bench-legs?click_key=468bc372ac5a247b1124dfe69cf52385b5bc8253%3A614658800&click_sum=1c8edf06&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354064-250-21","SigmaMetalDesign",84,"4,137 sales","549 reviews","5 out of 5 stars","SigmaMetalDesign"
"866","Deer woodland scene stencil-Layering/background/Reusable Winter Forest Christmas scene stencilling/Painting",274.22,"https://www.etsy.com/listing/1017257795/deer-woodland-scene-stencil?click_key=3d880a71fbceef1e88eee998dad4adfeacd9bc09%3A1017257795&click_sum=67513d1c&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354064-250-22&sca=1","FabricsAndCraftUK",11.52,"10,716 sales","2,313 shop reviews","5 out of 5 stars","FabricsAndCraftUK"
"867","Metatron's Cube - Sacred Geometry Reusable Plastic Stencil - version 2",168.56,"https://www.etsy.com/listing/1140958184/metatrons-cube-sacred-geometry-reusable?click_key=fbebdffa8599d4f17973349e8cfb12cf1c27af23%3A1140958184&click_sum=7fd1910a&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354064-250-23","StencilDirect",7.08,"9,873 sales","894 reviews","5 out of 5 stars","StencilDirect"
"868","24"" Width Premium Dark Natural  Radio  Rattan Cane Mesh Webbing-Square Rattan Weave For Furniture repairs, Diy projects, Cut To Size",215.24,"https://www.etsy.com/listing/1279614396/24-width-premium-dark-natural-radio?click_key=5f86533390f9ad5e1446d877deceb1bb990c92f3%3A1279614396&click_sum=326bc74c&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354064-250-24&pro=1&frs=1","BiBiGreenHome",9.04,"293 sales","27 shop reviews","5 out of 5 stars","BiBiGreenHome"
"869","Evora, MALM Kits, 2 Pieces, Furniture Decor, Furniture Appliques, Furniture Overlays, Mirrored Furniture, SKU:EVMA-2",457.27,"https://www.etsy.com/listing/701973664/evora-malm-kits-2-pieces-furniture-decor?click_key=828d08a7394599c99efbc357a01aaf6f00ff3d7d%3A701973664&click_sum=f7944de9&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354063-250-13&sts=1","HomeArtStickers",19.21,"50,178 sales","5,745 shop reviews","4.5 out of 5 stars","HomeArtStickers"
"870","DIY-Stool Plans - Easy level  - Great first project - Woodworking plans - Furniture plans - PDF plans - Chair plans",121,"https://www.etsy.com/listing/1408987367/diy-stool-plans-easy-level-great-first?click_key=61f4d3feba0ec2aa7bdc4cb3946eeff5ad00ee16%3A1408987367&click_sum=4c0d8592&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354063-250-14","okaDesignFinland",5.08,"3 sales","1 shop review","5 out of 5 stars","okaDesignFinland"
"871","SET of 2 dining table legs, Industrial style table legs, Steel metal table legs, Dining table legs, Kitchen table legs,Industrial home decor",4500,"https://www.etsy.com/listing/603684961/set-of-2-dining-table-legs-industrial?click_key=d7279857bbc1a3a598fa131707d446f610ee66da%3A603684961&click_sum=b5aa9b1e&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354063-250-15&pro=1&sts=1","GJsteelandwood",189,"7,758 sales","1,673 reviews","5 out of 5 stars","GJsteelandwood"
"872","Set of 4 Wooden Furniture Legs for Sofas, Cabinets, TV Units, Wooden Design Furniture Legs, Perfect fit for your DIY projects - NL6",1006,"https://www.etsy.com/listing/1313645585/set-of-4-wooden-furniture-legs-for-sofas?click_key=ffbd5134610eceed649b5697e44ec060d9d60cb0%3A1313645585&click_sum=f061481f&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354063-250-16&pro=1","EleganceWoodenLegs",42.25,"528 sales","139 shop reviews","5 out of 5 stars","EleganceWoodenLegs"
"873","Wall Decal Wall Sticker Arabic Bismillah Allah Living Room Wall Slogan Bedroom Wall Sticker Hallway Sticker W5584",249.75,"https://www.etsy.com/listing/1055955635/wall-decal-wall-sticker-arabic-bismillah?click_key=8a2baf9a3984e9e03ece842c41a2d4c31ccb9d6e%3A1055955635&click_sum=72c4f141&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354064-250-25","LittleDecoWandtattoo",10.49,"22,207 sales","3,838 shop reviews","5 out of 5 stars","LittleDecoWandtattoo"
"874","Miniature sampler kit 1:12 dollhouse miniatures Birds petit point needlepoint w/ wooden frame for nursery bedroom 32 count fabric 2 x 2.5”",443.91,"https://www.etsy.com/listing/177772791/miniature-sampler-kit-112-dollhouse?click_key=a32445c593b501ae50935e2bdb169b2db1e1dc3e%3A177772791&click_sum=284b9d24&ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=diy+furniture&ref=search_grid-354064-250-26&sts=1","DollhouseNeedlepoint",18.64,"2,070 sales","423 reviews","5 out of 5 stars","DollhouseNeedlepoint"
